FMID,street,city,County,State,zip,x,y
1010761,303 W. Henry St.,Syracuse,Kosciusko,Indiana,46567,-85.7502941,41.4248366
1010765,0,Front Royal ,Warren,Virginia,22630,-78.189568,38.918034
1010766,2830 Recker Hwy,Winter Haven,Polk,Florida,33880,-81.761504,28.016397
1010767,7053 M-88 South,Bellaire,Antrim,Michigan,49615,-85.192335,44.931633
1010769,Oak at University,Evanston,Cook,Illinois,60201,-87.686121,42.050912
1010772,400 E.  Second Avenue,New Smyrna Beach ,Volusia,Florida,32169,-80.9013032,29.0294987
1010773,25557 Conifer Rd,Conifer,Jefferson,Colorado,80433,-105.2872435,39.5445624
1010774,600 Grand Boulevard,Miramar Beach,Walton,Florida,32550,-86.313655,30.379153
1010775,Rosmary Beach Town Center,Rosemary Beach,Walton,Florida,32461,-86.002754,30.279017
1010776,WaterColor Cerulean Park,"WaterColor (Santa Rosa Beach, Florida)",Walton,Florida,32459,-86.169608,30.334741
1010782,848 N. Sunrise Blvd.,Camano Island,Island,Washington,98282,-122.455221,48.241385
1010783,850 Encinas Avenue,Calexico,Imperial,California,92231,-115.487132,32.67585
1010784,7720 N. Harwood Ave,Wauwatosa,Milwaukee,Wisconsin,53213,-88.00857,43.048852
1010786,185 US Route 2,Grand Isle,Grand Isle,Vermont,5458,-73.295177,44.719155
1010787,501 US Route 2,South Hero,Grand Isle,Vermont,5486,-73.322268,44.661874
1010788,171 Clement Street,Mocksville,Davie,North Carolina,27028,-80.5630901,35.8933132
1010793,0,Vega Alta zona urbana,Vega Alta,Puerto Rico,962,-66.321158,18.415176
1010794,114 N. Front Street,Hamilton,Martin,North Carolina,27840,-77.208856,35.943986
1010798,625 Booth Street,Reno ,Washoe,Nevada,89509,-119.827861,39.514766
1010800,345 N. Arlington Avenue,Reno,Washoe,Nevada,89501,-119.818887,39.527321
1010801,13958 S. Virginia Street,Reno ,Washoe,Nevada,89511,-119.749319,39.406373
1010806,10200 Dixie Hway,Louisville/Jefferson County metro government (balance),Jefferson,Kentucky,40272,-85.868753,38.10686
1010807,2850 19th Street South,Homewood,Jefferson,Alabama,35209,-86.790909,33.480175
1010808,250 Summit Boulevard,Birmingham ,Jefferson,Alabama,35243,-86.730085,33.450034
1010809,103 W Franklin Street,Downs,McLean,Illinois,61736,-88.872684,40.394485
1010810,0,Pierre ,Hughes,South Dakota,57501,-100.31599,44.379205
1010813,701 McClelland Blvd.,Windsor ,Sonoma,California,95492,-122.813734,38.548842
1010814,115 E. Evergreen St. ,Sheridan,Montcalm,Michigan,48884,-85.073542,43.212605
1010815,495 Simpson,Benton,Bossier,Louisiana,71006,-93.737025,32.69486
1010816,1400 E. Main ST. Owosso East Mall,Owosso ,Shiawassee,Michigan,48867,-84.145676,42.99786
1010818,629 Craghead Street,Danville,Danville,Virginia,24541,-79.3838932,36.5840182
1010820,1280 Titus Avenue,Rochester,Monroe,New York,14617,-77.5819225,43.2117637
1010821,302 S. Broadway Ave.,Tyler,Smith,Texas,75701,-95.300309,32.347948
1010822,13440 E Main Street,Talkeetna,Matanuska-Susitna,Alaska,99676,-150.118018,62.32311
1010823,10200 US Highway 17,Wilmington,Pender,North Carolina,28411,-77.764901,34.319014
1010825,104 Dover Street,Pineville,Mecklenburg,North Carolina,28134,-80.8912623,35.0857891
1010827,59 Green Street,Grenada ,Grenada,Mississippi,38901,-89.802863,33.784793
1010828,364 Main Street,Clinton,Van Buren,Arkansas,72031,-92.459023,35.5933777
1010829,32 N. York Road,Hatboro,Montgomery,Pennsylvania,19040,-75.105697,40.178352
1010830,2980 Collins Avenue,St. Augustine,St. Johns,Florida,32084,-81.311586,29.895928
1010831,Adams Street between 5th & 2nd Streets,Springfield ,Sangamon,Illinois,62701,-89.650671,39.800659
1010832,"Lesak Park, 6600 W. 26th Street",Berwyn,Cook,Illinois,60402,-87.7882889,41.8433103
1010834,2005 Douglass Blvd,Louisville,Jefferson,Kentucky,40205,-85.694272,38.225492
1010836,6700 Bock Road,Fort Washington,Prince George's,Maryland,20744,-76.980076,38.799139
1010837,"5th Street Arcades, 530 Euclid Avenue",Cleveland,Cuyahoga,Ohio,44115,-81.689137,41.4991795
1010838,123 Mulberry Street,Shallotte,Brunswick,North Carolina,28470,-78.386035,33.975058
1010839,4100 9th St. NW,Washington ,District of Columbia,District of Columbia,20010,-77.0250472,38.9411512
1010842,Ives Park,Potsdam ,St. Lawrence,New York,13676,-74.9850133,44.6660049
1010845,Greene Street between Sumter and Bull Streets,Columbia,Richland,South Carolina,29208,-81.027815,33.996827
1010847,85 Bridge Street,East Jordan ,Charlevoix,Michigan,49727,-85.130525,45.152834
1010848,Corner of Commercial and Middle Street,Weymouth,Norfolk,Massachusetts,2189,-70.938824,42.223363
1010850,On the West side of the square,Harrison,Boone,Arkansas,72601,-93.1076765,36.2297936
1010851,14th Ave. E. & 3rd St.,Duluth,Carlton,Minnesota,55810,-92.084055,46.8022696
1010852,on Grand Ave. next to Walgreens,Duluth,St. Louis,Minnesota,55810,-92.156507,46.747851
1010854,Corner of Lake Avenue & Superior Street,Duluth ,St. Louis,Minnesota,55802,-92.098221,46.786855
1010855,1722 Bardstown Road,Louisville,Jefferson,Kentucky,40205,-85.702387,38.229066
1010860,150 East Main Street,New Freedom borough,York,Pennsylvania,17349,-76.696268,39.736548
1010863,335 S. Warren,South Lyon,Oakland,Michigan,48178,-83.651609,42.459776
1010865,300 Courthouse Square,Beaufort,Carteret,North Carolina,28516,-76.663405,34.719665
1010866,200 North Madison Street ,Marshall,Calhoun,Michigan,49068,-84.956978,42.273676
1010867,4950 Breton Rd SE,Kentwood,Kent,Michigan,49508,-85.5954701,42.8740082
1010868,206 South 4th Street,Leoti,Wichita,Kansas,67861,-101.3583497,38.4802674
1010870,Helena Street and Sawmills School Road,Sawmills,Caldwell,North Carolina,28630,-81.4754612,35.8244543
1010871,52 US Oval,Plattsburgh,Clinton,New York,12903,-73.445664,44.686762
1010872,"Research Drive, Duke University Medical Center Campus",Durham,Durham,North Carolina,27708,-78.939226,36.005437
1010873,SW 21st and Oakley,Topeka,Shawnee,Kansas,66604,-95.714514,39.028184
1010874,Intersection of Mulberry and Washington Streets,Kokomo,Howard,Indiana,46901,-86.133519,40.488463
1010876,1 New Street,Clinton ,Hunterdon,New Jersey,8809,-74.905764,40.638373
1010877,200 Willow Avenue,Honesdale,Wayne,Pennsylvania,18431,-75.251436,41.566447
1010878,214 Lake Ave,Rochester ,Monroe,New York,14608,-77.625302,43.168463
1010879,941 South Ave,Rochester ,Monroe,New York,14620,-77.608955,43.136634
1010884,1180 Cascade Street,Darrington,Snohomish,Washington,98241,-121.607954,48.254526
1010885,800 west Barnes Avenue,Lansing,Ingham,Michigan,48910,-84.563087,42.7148921
1010886,Main & High Streets,Oxford ,Butler,Ohio,45056,-84.74207,39.511147
1010889,E Falls Park Drive and N 2nd Ave,Sioux Falls ,Minnehaha,South Dakota,57101,-96.723203,43.560777
1010893,8700 hospital drive,douglasville,Douglas,Georgia,30135,-84.7305898,33.7434934
1010894,89 N. Center Street,Pickerington ,Fairfield,Ohio,43147,-82.753828,39.885907
1010896,0,Hillsboro,Highland,Ohio,45133,-83.611724,39.202872
1010899,44 South Gay St. (Pancera Plaza) Uptown Susanville,Susanville,Lassen,California,96130,-120.660774,40.417787
1010900,165 Ridgeway Avenue,Falmouth,Pendleton,Kentucky,41040,-84.3337538,38.6676824
1010901,203 Railroad Street,Silver Lake ,Shawnee,Kansas,66539,-95.859428,39.10548
1010902,3889 Long Street,San Luis Obispo ,San Luis Obispo,California,93401,-120.67078,35.247382
1010904,NW 23rd and Walker,Oklahoma City,Oklahoma,Oklahoma,73106,-97.5210505,35.4932364
1010925,200 Gravois,Fenton,St. Louis,Missouri,63026,-90.4348795,38.5112107
1010927,3000 New Bern Ave,Raleigh,Wake,North Carolina,27610,-78.587915,35.783887
1010928,1200 North Peters Street,New Orleans,Orleans,Louisiana,70151,-90.0585849,29.9601897
1010929,230 South Washington Street,St. Croix Falls,Polk,Wisconsin,54024,-92.64453,45.407667
1010931,4 Nelson Ave.,Peekskill ,Westchester,New York,10566,-73.9226448,41.2910604
1010933,724 Main Street,Eudora,Douglas,Kansas,66025,-95.0985747,38.9457966
1010937,"287 W, Nepessing St.",Lapeer ,Lapeer,Michigan,48446,-83.3112036,43.0539654
1010938,6400 S. University ,Centennial ,Arapahoe,Colorado,80121,-104.958077,39.601847
1010939,901 Elm Street,Youngstown,Mahoning,Ohio,44505,-80.645004,41.112216
1010940,1101 SW Citizens Cr,Bentonville,Benton,Arkansas,72712,-94.225177,36.330894
1010943,corner of 12th/Kalmia St.,Sweet Home ,Linn,Oregon,97386,-122.7296064,44.396092
1010944,3308 S. Stafford Street,Arlington ,Arlington,Virginia,22206,-77.087205,38.834958
1010945,"Arlington Mill Community Center, 909 S. Dinwiddie Street",Arlington ,Arlington,Virginia,22204,-77.1121896,38.8562594
1010947,1100 E Sheldon Street,Prescott,Yavapai,Arizona,86301,-112.453003,34.546291
1010948,930 Division St,Prescott,Yavapai,Arizona,86301,-112.479484,34.557867
1010951,101 Main St. ,Irvington,Westchester,New York,10533,-73.8667554,41.0390494
1010954,Parking Lot off Chatsworth Ave.,Larchmont,Westchester,New York,10538,-73.761381,40.933617
1010955,6048 Frisco Square Blvd,Frisco,Collin,Texas,75034,-96.832204,33.151201
1010956,South St,Glens Falls ,Warren,New York,12801,-73.6513726,43.302712
1010957,1410 Wenonah Avenue,Pearisburg,Giles,Virginia,24134,-80.719213,37.326041
1010958,515 North Avenue,New Rochelle,Westchester,New York,10801,-73.786334,40.91964
1010960,Parking Lot in back of Purchase St. Stores,Rye,Westchester,New York,10580,-73.685285,40.984412
1010961,Piermont Ave. and Ash St.,Piermont,Rockland,New York,10968,-73.916031,41.041203
1010962,300 S. Rio Grande Street ,SALT LAKE CITY,Salt Lake,Utah,84101,-111.9046663,40.7619339
1010964,North Broad Street and Mt. Vernon Avenue,Philadelphia,Philadelphia,Pennsylvania,19130,-75.160824,39.964153
1010965,N 4th Street and W. Lehigh Avenue,Philadelphia,Philadelphia,Pennsylvania,19133,-75.138654,39.991748
1010966,26th Street and W Allegheny Avenue,Philadelphia,Philadelphia,Pennsylvania,19129,-75.1722883,40.0040946
1010967,3rd Street and Poplar Avenue,Philadelphia,Philadelphia,Pennsylvania,19124,-75.14232,39.965584
1010968,18th Street and Christian Street,Philadelphia,Philadelphia,Pennsylvania,19146,-75.173431,39.940943
1010969,"Russell St., Monitor St. btw. Nassau Ave. and Driggs Ave",Brooklyn,Kings,New York,11222,-73.943357,40.724406
1010972,110th Street and Manhattan Avenue,Manhattan,New York,New York,10026,-73.959648,40.80137
1010975,47 Doster Road,Ariton,Barbour,Alabama,36311,-85.674054,31.64705
1010976,683 Perry Park Road,Hazard,Perry,Kentucky,41701,-83.206353,37.276857
1010977,117 Washington Avenue ,Colonial Beach,Westmoreland,Virginia,22443,-76.9632693,38.2508327
1010978,2880 Mountain Road,Glen Allen,Henrico,Virginia,23060,-77.501406,37.66735
1010981,High Street,Hamilton,Butler,Ohio,45011,-84.562816,39.399525
1010982,Dahlia Avenue at Main Street,Queens,Queens,New York,11355,-73.82643,40.751784
1010983,8 West Main Street,Ramsey borough,Bergen,New Jersey,7446,-74.145931,41.059136
1010984,73 Monroe St,Ramsey borough,Bergen,New Jersey,7446,-74.145931,41.059136
1010986,Memorial Boulevard and Edgar Street,Newport,Newport,Rhode Island,2840,-71.3048066,41.4833807
1010987,900 Block of Main Street,Crossett,Ashley,Arkansas,71635,-91.961473,33.123917
1010992,225 West Water Street,Lincolnton ,Lincoln,North Carolina,28092,-81.2588414,35.4699472
1010993,3633 Highway 16 North Business,Denver ,Lincoln,North Carolina,28037,-81.025804,35.529982
1010994,194 second street,Amherst,Amherst,Virginia,24521,-79.048573,37.583311
1010995,1136 East Main Street,Lincolnton,Lincoln,North Carolina,28092,-81.241818,35.475362
1010997,7901 SW 40th St.,Miami,Miami-Dade,Florida,33155,-80.325631,25.73197
1010998,9th & Cherry Streets,Terre Haute,Vigo,Indiana,47807,-87.4044397,39.4675452
1011000,6210 Dempster St.,Morton Grove,Cook,Illinois,60053,-87.7817274,42.0409607
1011001,849 Glades Road,Gatlinburg,Sevier,Tennessee,37738,-83.450183,35.748075
1011003,9079 HWY377,Collinsville ,Cooke,Texas,76240,-96.9110998,33.5491175
1011004,718 10th Ave,Rochelle,Ogle,Illinois,61068,-89.069453,41.929296
1011013,3715 Clemmons Road,Clemmons,Forsyth,North Carolina,27012,-80.383394,36.020739
1011014,911 Delta Avenue,Gladstone,Delta,Michigan,49837,-87.0208306,45.8475073
1011017,0,South Holland,Cook,Illinois,60473,-87.6069894,41.6008681
1011018,124 Simsbury Rd ,Avon ,Hartford,Connecticut,6001,-72.828563,41.819918
1011027,South Street Parking Lot (one block east of Main @ Bank St),Warwick,Orange,New York,10990,-74.359141,41.256581
1011028,"Bldg 604, Constitution Ave",Fort Leonard Wood ,Pulaski,Missouri,65473,-92.1175339,37.753654
1011031,102 Hubbard St,Thornton,Cook,Illinois,60476,-87.6156943,41.5684981
1011033,1987 White Sands Blvd (next to Toy Train Depot),Alamogordo ,Otero,New Mexico,88310,-105.9609907,32.9140955
1011034,0,Inman,Spartanburg,South Carolina,29349,-82.0901088,35.0470617
1011035,101 S. Main Street,Sylvester ,Worth,Georgia,31791,-83.8356554,31.5252235
1011036,4833 Doliva Dr,San Diego,San Diego,California,92111,-117.175467,32.829628
1011037,0,Bismarck,Burleigh,North Dakota,58501,-100.796471,46.803081
1011038,600 W. Woodside,McPherson,McPherson,Kansas,67460,-97.673908,38.373708
1011041,924 16th Street,Bedford,Lawrence,Indiana,47421,-86.483982,38.861548
1011043,61 Center Street,Burlington ,Middlesex,Massachusetts,1803,-71.1909468,42.5037262
1011044,1500 Griffith Park Blvd,Los Angeles,Los Angeles,California,90026,-118.277386,34.090541
1011051,102 Maple Street,Bellaire,Antrim,Michigan,49615,-85.205265,44.974831
1011052,1112 Dukes Parkway West,Hillsborough,Somerset,New Jersey,8844,-74.624115,40.5445
1011053,455 Albany Ave,Amityville,Suffolk,New York,11701,-73.409214,40.698986
1011059,45175 Ten Mile Road,Novi ,Oakland,Michigan,48375,-83.487333,42.465857
1011060,28115 Meadowbrook Road,Novi,Oakland,Michigan,48377,-83.457597,42.498883
1011061,800 Wisconsin Ave,Boscobel ,Grant,Wisconsin,53805,-90.707006,43.135848
1011062,3002 West 3rd St.,Duluth,Lake,Minnesota,55806,-92.1388546,46.7604162
1011066,1st and Mosley,Wichita ,Sedgwick,Kansas,67202,-97.3275423,37.6879569
1011067,1102 St. Mary's Road,Junction City,Geary,Kansas,66441,-96.850471,39.014265
1011068,8402 W 159th Ave,Lowell,Lake,Indiana,46356,-87.42156,41.291407
1011072,Main St,Enosburg Falls,Franklin,Vermont,5450,-72.805183,44.906854
1011075,80 Flat St.,Brattleboro ,Windham,Vermont,5301,-72.560166,42.850844
1011076,530 Exchange St,Middlebury,Addison,Vermont,5753,-73.169908,44.026734
1011077,Dewey Park,Burlingon,Chittenden,Vermont,5401,-73.213842,44.487548
1011084,Carol Brown Way and US Rt 5,Putney,Windham,Vermont,5346,-72.5227336,42.9677795
1011085,1308 Main Street,Hoxie,Sheridan,Kansas,67740,-100.440135,39.358126
1011087,15 N. Washington St.,Oxford,Oakland,Michigan,48371,-83.265652,42.825081
1011088,1214 Lula Lake Road,Lookout Mountain ,Walker,Georgia,30750,-85.3579536,34.9778455
1011089,7430 Shallowford Road,Chattanooga,Hamilton,Tennessee,37412,-85.1475406,35.0380152
1011090,Mike Wallace park,Kingston,Kitsap,Washington,98346,-122.4969392,47.7961767
1011092,32801 Electric Blvd,Avon Lake,Lorain,Ohio,44012,-82.020624,41.509613
1011093,10275 Auburn Road,Grass Valley ,Nevada,California,95949,-121.0775652,39.2042977
1011094,950 Maidu Avenue,Nevada City,Nevada,California,95959,-121.026596,39.269505
1011095,17645 Penn Valley Dr,Penn Valley,Nevada,California,95946,-121.180434,39.19807
1011098,230 Franklin Road,Franklin ,Williamson,Tennessee,37064,-86.858009,35.931977
1011100,3000 Granny White Pike,Nashville,Davidson,Tennessee,37204,-86.790709,36.11837
1011101,7248 Nolensville Rd.,Nolensville,Williamson,Tennessee,37135,-86.6727292,35.9589905
1011103,2nd and Locust Streets,DeKalb,DeKalb,Illinois,60115,-88.7521505,41.9313509
1011104,Courthouse Square,Stroudsburg,Monroe,Pennsylvania,18360,-75.194625,40.986307
1011107,9077 W Alameda Ave,Lakewood,Jefferson,Colorado,80226,-105.099496,39.711429
1011109,220 N. Salem St. ,Apex ,Wake,North Carolina,27502,-78.849899,35.7320152
1011110,719 NORTH FIRST STREET,Hiawatha ,Brown,Kansas,66434,-95.526429,39.860629
1011111,411 South Main Street,Goodlettsville ,Davidson,Tennessee,37072,-86.714547,36.317119
1011112,200 Block of Tampa Ave.,Venice,Sarasota,Florida,34285,-82.446599,27.100805
1011114,La Grange Road and Harris Avenue,La Grange,Cook,Illinois,60525,-87.8696183,41.8141344
1011117,10 Shapleigh Road,Kittery ,York,Maine,3904,-70.736542,43.090021
1011119,Main Street and Highland Ave,Chanute,Neosho,Kansas,66720,-95.4504829,37.6817937
1011122,1635 Islata Blvd SW     ,Albuquerque,Bernalillo,New Mexico,87105,-106.6776259,35.0526489
1011123,1220 W Governor John Sevier Highway,Knoxville,Knox,Tennessee,37920,-83.876818,35.896958
1011124,520 18th Street,Rock Island ,Rock Island,Illinois,61201,-90.575034,41.506952
1011126,4635 Hwy 41 North, Sprigfield,Robertson,Tennessee,37172,-86.878407,36.522861
1011127,2732 Vermont 30,Dorset ,Bennington,Vermont,5251,-73.0918809,43.247217
1011130,Cinema Drive,Olean,Cattaraugus,New York,14760,-78.4648828,42.0800011
1011136,1001 East Harmony Rd,Fort Collins,Larimer,Colorado,80525,-105.059691,40.522309
1011137,3133 N. Garfield,Loveland,Larimer,Colorado,80538,-105.0792245,40.4252668
1011139,Founders Square,Maryville,Blount,Tennessee,37801,-83.969504,35.756987
1011141,Main Street Park ,Sheridan ,Madison,Montana,59749,-112.1969372,45.4554809
1011144,6200 N La Cholla Blvd,Tucson,Pima,Arizona,85741,-111.009413,32.319209
1011145,198B Main Street,Whitesburg ,Letcher,Kentucky,41858,-82.825485,37.116789
1011146,38 Davis Drive,Poestenkill,Rensselaer,New York,12140,-73.5635307,42.6904758
1011147,1 Depot St,Winchester ,Clark,Kentucky,40391,-84.174459,37.996158
1011149,620 Mountin Ave.,Berthoud,Larimer,Colorado,80513,-105.082636,40.305329
1011151,580 East Ave,Lomira,Dodge,Wisconsin,53048,-88.4325561,43.588759
1011154,2031 Peach St.,Wisconsin Rapids,Wood,Wisconsin,54494,-89.800174,44.387613
1011155,P.O. Box 55,Mead ,Weld,Colorado,80542,-104.988845,40.229627
1011157,424 Public Square,Columbia ,Adair,Kentucky,42728,-85.3060079,37.1030469
1011158,115 Mulberry Street,Newport,Cocke,Tennessee,37821,-83.194852,35.96175
1011159,3098 Highland Avenue,Milan,Gibson,Tennessee,38358,-88.753863,35.914023
1011160,4587 Woodbine Road,Pace,Santa Rosa,Florida,32571,-87.183559,30.603977
1011161,West Main Street and Hickok Street,Christiansburg,Montgomery,Virginia,24073,-80.410187,37.12877
1011162,G. E. Patterson and South Front Streets,Memphis,Shelby,Tennessee,38103,-90.0607888,35.132853
1011164,37143 Main Street,Burney ,Shasta,California,96013,-121.663545,40.881799
1011166,1700 Churn Creek Road,Redding ,Shasta,California,96001,-122.354616,40.581776
1011167,2101 W. Main St,Carbondale,Jackson,Illinois,62901,-89.243412,37.7302319
1011169,2738 SE St. Rd. 21,Melrose,Bradford,Florida,32666,-82.057773,29.755817
1011170,0,Canaan,Grafton,New Hampshire,3741,-72.010402,43.646615
1011171,300 & 400 Blocks of  Main Street,"Ames, IA",Story,Iowa,50010,-93.614943,42.025222
1011174,Daleville Town Center,Daleville ,Botetourt,Virginia,24083,-79.913375,37.417409
1011177,"E. Atlantic at Station Avenue, At the Train Station",Haddon Heights,Camden,New Jersey,8035,-75.058694,39.882308
1011178,29890 Three Notch Road,Charlotte Hall,St. Mary's,Maryland,20622,-76.773777,38.489309
1011180,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,33470,-80.263351,26.775639
1011181,24101 Cedar Point Road,North Olmsted ,Cuyahoga,Ohio,44070,-81.8916596,41.4054884
1011182,1755 Duke Street  (in the courtyard),Alexandria ,Alexandria,Virginia,22314,-77.060783,38.805003
1011189,7th and Center Street,Bowling Green ,Warren,Kentucky,42102,-86.439314,36.996649
1011190,45 Cliffstar Court,Dunkirk,Chautauqua,New York,14048,-79.326651,42.48373
1011191,9-11 Church Street,Fredonia,Chautauqua,New York,14063,-79.3323515,42.440634
1011192,321 East Main Street,Fredonia,Chautauqua,New York,14063,-79.3152986,42.4476107
1011195,17004 York Rd,Parkton,Baltimore,Maryland,21120,-76.663797,39.590849
1011196,Bandstand Main Street,Alfred,Allegany,New York,14802,-77.789505,42.253557
1011198,0,New Brunswick ,Middlesex,New Jersey,8901,-74.4518188,40.4862157
1011200,201 Maryland Ave,Shenandoah,Page,Virginia,22849,-78.6228306,38.4839133
1011201,265 Princeton Ave,Brick,Monmouth,New Jersey,8724,-74.110516,40.059165
1011203,3065 N Salisbury St,West Lafayette,Tippecanoe,Indiana,47906,-86.915836,40.461469
1011204,210 E. St. Peter Street,Carencro,Lafayette,Louisiana,70520,-92.046885,30.317346
1011207,Adams Ave,Vernonia,Columbia,Oregon,97064,-123.192809,45.858472
1011209,361 Main Street,Farmingdale,Nassau,New York,11735,-73.4450506,40.7311278
1011210,152 The Arches Circle,Deer Park ,Suffolk,New York,11729,-73.305557,40.764701
1011211,309 Jefferson Avenue,Rochester,Monroe,New York,14611,-77.629444,43.148777
1011212,700 North Street,Rochester,Monroe,New York,14605,-77.595833,43.17067
1011213,441 Parsells Avenue,Rochester,Monroe,New York,14609,-77.5666043,43.1658344
1011214,175 Genesee Street,Rochester,Monroe,New York,14611,-77.6360764,43.1466026
1011215,0,296 Flower City Park,Monroe,New York,14615,-77.6327462,43.1931226
1011216,92 Conkey Avenue,Rochester,Monroe,New York,14621,-77.619333,43.174948
1011217,350 Chili Avenue,Rochester,Monroe,New York,14611,-77.6460641,43.14745
1011218,Columbia and Plymouth Avenue,Rochester,Monroe,New York,14608,-77.6203997,43.1415308
1011219,1245 Culver Road,Rochester,Monroe,New York,14609,-77.562188,43.168068
1011220,VFW Parking Lot 915 E Highway 12,Litchfield,Meeker,Minnesota,55355,-94.509728,45.122313
1011221,1401 S Main Street,Little Rock,Pulaski,Arkansas,72202,-92.272565,34.7350179
1011222,0,Ravenna ,Portage,Ohio,44266,-81.2420473,41.1575566
1011224,Corner of 14th St. NW and Park St. NW,Washington,District of Columbia,District of Columbia,20010,-77.0327468,38.9302453
1011225,150 Norzagaray St,Old San Juan,San Juan,Puerto Rico,901,-66.117209,18.46822
1011227,50 Arcand Drive,Lowell ,Middlesex,Massachusetts,1852,-71.313587,42.64649
1011229,1460 n Augusta Ave,Waycross,Ware,Georgia,31503,-82.3818511,31.235752
1011230,343 Bedford Street,Carlisle,Middlesex,Massachusetts,1741,-71.337766,42.52476
1011232,123 N College Ave,Fort Collins ,Larimer,Colorado,80524,-105.0775856,40.5878275
1011233,301 E 1st Street,Wallowa,Wallowa,Oregon,97885,-117.526511,45.570444
1011235,"Placita Roosevelt, Calle Federico Calder",San Juan,San Juan,Puerto Rico,919,-66.06528,18.416678
1011237,Rt 2 Abbott Farm Plaza,Rumford,Oxford,Maine,4276,-70.5508829,44.5536606
1011238,855 S Rumford Rd,Rumford ,Oxford,Maine,4276,-70.637958,44.482047
1011239,1863 Route 5S,Amsterdam ,Montgomery,New York,12010,-74.245563,42.93504
1011240,1567 Pilgrim Dr.,Stow,Summit,Ohio,44224,-81.451898,41.16869
1011241,1457 Maine St,Poland,Androscoggin,Maine,4274,-70.4116814,44.0706562
1011242,341 Washington Pike,Bridgeville,Allegheny,Pennsylvania,15017,-80.1108982,40.3614678
1011244,333 S. Valley View Blvd,Las Vegas ,Clark,Nevada,89107,-115.190284,36.170617
1011246,1141 Tennessee Street,Yadkinville,Yadkin,North Carolina,27055,-80.6585265,36.1414749
1011247,592 North Main Street,Randolph,Norfolk,Massachusetts,2368,-71.0496975,42.1769389
1011248,42041 20th St. West,Lancaster,Los Angeles,California,93534,-118.1662288,34.6470421
1011250,Hwy 60 and Hwy 37,Monett,Barry,Missouri,65708,-93.925624,36.910581
1011252,Pleasant St. Rt16S,Berlin ,Coos,New Hampshire,3570,-71.18306,44.469527
1011253,Grand Ave and Lucerne St,Norwood ,San Miguel,Colorado,81423,-108.2895601,38.1307641
1011255,4975 State Route 31,Clay,Onondaga,New York,13041,-76.172304,43.186252
1011258,508 W. Harford Street,Milford ,Pike,Pennsylvania,18337,-74.809264,41.325863
1011259,2404 Forrest Lane @ Hwy 231 North,Pell City,St. Clair,Alabama,35125,-86.2727405,33.5753209
1011260,Corner of Center and Main Street,Escalante,Garfield,Utah,84726,-111.600279,37.7703235
1011262,0,Liberal,Seward,Kansas,67901,-100.921124,37.052506
1011264,"26337 U.S. 70, Ruidoso Downs, NM",Ruidoso Downs,Lincoln,New Mexico,88346,-105.590965,33.331407
1011266,61 East Main Street,Clinton,Middlesex,Connecticut,6413,-72.5224699,41.2777023
1011267,Court St,Monroe,Walton,Georgia,30655,-83.712226,33.794333
1011269,0,Windsor,Windsor,Vermont,5089,-72.38807,43.480716
1011271,2101 N. County Road 452,Eustis,Lake,Florida,32726,-81.698967,28.876216
1011272,5029 St Claude Ave,New Orleans,Orleans,Louisiana,70117,-90.021388,29.962835
1011274,1262 Winchester Rd,Huntsville,Madison,Alabama,35811,-86.526471,34.801092
1011278,W 5th St. between Spring St. and Broadway,Los Angeles,Los Angeles,California,90014,-118.250147,34.047712
1011279,Route 10 Summit Fire Dept.,Summit,Schoharie,New York,12175,-74.5882017,42.5795203
1011280,202 North Main Street,Scottville,Mason,Michigan,49454,-86.2794785,43.9560271
1011281,0,Naples,Collier,Florida,34109,-81.7948103,26.1420358
1011286,12724 Main Street,Rogers ,Hennepin,Minnesota,55374,-93.551965,45.186933
1011288,300 block of E. Main Street,Mt. Horeb,Dane,Wisconsin,53572,-89.735821,43.008385
1011289,1039 South St,Dover-Foxcroft,Piscataquis,Maine,4426,-69.230507,45.181431
1011291,2000 W. Dean Rd,Temperance ,Monroe,Michigan,48182,-83.596275,41.765307
1011294,107 West Pearl,Nacogdoches,Nacogdoches,Texas,75961,-94.6576128,31.6048456
1011295,13420 N 10th Ave,Hurley,Iron,Wisconsin,54559,-90.193419,46.462202
1011296,114 South Main street,New Carlisle,Clark,Ohio,45344,-84.025048,39.936605
1011298,North Figueroa & Ave. 58,Los Angeles ,Los Angeles,California,90042,-118.192843,34.110554
1011299,3500 W. Forest Home Ave.,Milwaukee ,Milwaukee,Wisconsin,53215,-87.963355,42.996957
1011300,N. Broadway between Daly St & Workman parking lot,Los Angeles,Los Angeles,California,90031,-118.215184,34.072899
1011301,201 Market Street,Virginia Beach ,Virginia Beach,Virginia,23462,-76.1356421,36.8422429
1011303,125 Hospital Center Blvd.,Stafford,Stafford,Virginia,22554,-77.405596,38.414943
1011306,102 South Diamond St,Mercer ,Mercer,Pennsylvania,16137,-80.2395773,41.2264965
1011308,1 River Rd,Cromwell,Middlesex,Connecticut,6416,-72.6456367,41.5849274
1011310,2959 County Road 333,Wedowee ,Randolph,Alabama,36278,-85.451892,33.255362
1011311,400 South Main Street,Poplar Bluff,Butler,Missouri,63901,-90.393621,36.753732
1011312,Main St. and Aurora St.,Hudson,Summit,Ohio,44236,-81.44011,41.241401
